ticker,company,lat,lon,state,state_code,state_name,date,avg_rad_month,ret,avg_rad_month_lag1,brightness_change,ret_fwd_1m
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-03-01,14.584665408595836,-0.0246388433272237,17.691246017699985,-3.1065806091041495,-0.0173394199061389
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-04-01,17.15226161597578,-0.0173394199061389,14.584665408595836,2.567596207379946,-0.0560052270946678
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-05-01,15.413609105624646,-0.0560052270946678,17.15226161597578,-1.7386525103511357,-0.0012919194639687
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-06-01,3.7567062959088116,-0.0012919194639687,15.413609105624646,-11.656902809715834,0.0679172289839462
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-07-01,5.313253977419016,0.0679172289839462,3.7567062959088116,1.5565476815102048,0.025183628460756
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-08-01,15.209229426345024,0.025183628460756,5.313253977419016,9.895975448926007,0.0444180259033848
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-09-01,15.464355859850967,0.0444180259033848,15.209229426345024,0.2551264335059429,-0.0815140738803554
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-10-01,16.95465834092436,-0.0815140738803554,15.464355859850967,1.4903024810733942,0.1190484117379164
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-11-01,17.113270093244967,0.1190484117379164,16.95465834092436,0.15861175232060631,-0.0675880942503545
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2018-12-01,17.28534963705896,-0.0675880942503545,17.113270093244967,0.17207954381399304,0.1301226519529088
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-01-01,16.099036840700613,0.1301226519529088,17.28534963705896,-1.1863127963583473,0.0445761346595952
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-02-01,14.20162325437586,0.0445761346595952,16.099036840700613,-1.8974135863247525,0.0118327649336653
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-03-01,16.473958298629963,0.0118327649336653,14.20162325437586,2.2723350442541026,-0.0233890750045601
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-04-01,15.819450764374677,-0.0233890750045601,16.473958298629963,-0.654507534255286,-0.1441134495965834
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-05-01,16.06085593027732,-0.1441134495965834,15.819450764374677,0.24140516590264305,0.1136465904615742
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-06-01,3.740033536766168,0.1136465904615742,16.06085593027732,-12.320822393511152,-0.0704435421782782
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-07-01,13.904115736163824,-0.0704435421782782,3.740033536766168,10.164082199397656,0.0267473478257613
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-08-01,14.729994439960363,0.0267473478257613,13.904115736163824,0.8258787037965387,0.0776261850153721
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-09-01,14.94922853901763,0.0776261850153721,14.729994439960363,0.21923409905726743,-0.0093569254522427
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-10-01,17.283918668618377,-0.0093569254522427,14.94922853901763,2.3346901296007463,0.066270778356144
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-11-01,16.741489578407208,0.066270778356144,17.283918668618377,-0.5424290902111686,0.0562088300324752
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2019-12-01,16.305664746852152,0.0562088300324752,16.741489578407208,-0.43582483155505614,-0.0301918984982156
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-01-01,16.16110527822412,-0.0301918984982156,16.305664746852152,-0.1445594686280316,-0.0664970338635673
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-02-01,17.263001287801757,-0.0664970338635673,16.16110527822412,1.1018960095776364,-0.0707147837194085
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-03-01,16.21363072401142,-0.0707147837194085,17.263001287801757,-1.0493705637903368,0.0730956173354393
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-04-01,16.6729329339715,0.0730956173354393,16.21363072401142,0.45930220996007876,0.1497517963432793
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-05-01,9.882928582268317,0.1497517963432793,16.6729329339715,-6.790004351703182,0.0026097492190035
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-06-01,2.994205789084949,0.0026097492190035,9.882928582268317,-6.888722793183367,0.092364727697914
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-07-01,11.700507607977132,0.092364727697914,2.994205789084949,8.706301818892182,0.0424581328426145
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-08-01,15.248133858956496,0.0424581328426145,11.700507607977132,3.5476262509793646,0.005178492025327
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-09-01,14.441563039408933,0.005178492025327,15.248133858956496,-0.8065708195475629,0.0113925070001679
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-10-01,15.347967532630086,0.0113925070001679,14.441563039408933,0.906404493221153,0.1471328971829713
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-11-01,16.40345606879649,0.1471328971829713,15.347967532630086,1.0554885361664041,0.0136013450505578
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2020-12-01,17.622573026127576,0.0136013450505578,16.40345606879649,1.2191169573310852,0.0141783622300963
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-01-01,17.98871254865608,0.0141783622300963,17.622573026127576,0.3661395225285027,0.0174768910561518
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-02-01,16.550681876177208,0.0174768910561518,17.98871254865608,-1.4380306724788703,0.0415333887554263
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-03-01,15.021798707372461,0.0415333887554263,16.550681876177208,-1.5288831688047466,0.0511251874899283
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-04-01,16.679058691277735,0.0511251874899283,15.021798707372461,1.6572599839052735,0.0351699834377652
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-05-01,14.94968013883678,0.0351699834377652,16.679058691277735,-1.7293785524409557,0.0700790646175326
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-06-01,3.6617754781569767,0.0700790646175326,14.94968013883678,-11.287904660679803,0.0366687838700192
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-07-01,5.044148212650908,0.0366687838700192,3.6617754781569767,1.3823727344939316,0.1466463051435096
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-08-01,15.310617100458659,0.1466463051435096,5.044148212650908,10.26646888780775,-0.1022396070956508
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-09-01,15.364262039408002,-0.1022396070956508,15.310617100458659,0.05364493894934341,-0.0002539972644913
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-10-01,16.84904591346923,-0.0002539972644913,15.364262039408002,1.4847838740612271,-0.0406506855876511
A,Agilent Technologies,37.3541132,-121.955174,CA,CA,CALIFORNIA,2021-11-01,15.126869054925839,-0.0406506855876511,16.84904591346923,-1.7221768585433903,0.0579852994898175
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-03-01,14.584665408595836,-0.0542103713349806,17.691246017699985,-3.1065806091041495,-0.015019422099946
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-04-01,17.15226161597578,-0.015019422099946,14.584665408595836,2.567596207379946,0.1307636414467607
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-05-01,15.413609105624646,0.1307636414467607,17.15226161597578,-1.7386525103511357,-0.005598703231573
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-06-01,3.7567062959088116,-0.005598703231573,15.413609105624646,-11.656902809715834,0.0279834204656921
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-07-01,5.313253977419016,0.0279834204656921,3.7567062959088116,1.5565476815102048,0.1962268313854023
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-08-01,15.209229426345024,0.1962268313854023,5.313253977419016,9.895975448926007,-0.0048250209325145
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-09-01,15.464355859850967,-0.0048250209325145,15.209229426345024,0.2551264335059429,-0.0304774408611693
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-10-01,16.95465834092436,-0.0304774408611693,15.464355859850967,1.4903024810733942,-0.1840445480065857
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-11-01,17.113270093244967,-0.1840445480065857,16.95465834092436,0.15861175232060631,-0.1136163422619221
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2018-12-01,17.28534963705896,-0.1136163422619221,17.113270093244967,0.17207954381399304,0.0551542465476646
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-01-01,16.099036840700613,0.0551542465476646,17.28534963705896,-1.1863127963583473,0.0403146432547987
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-02-01,14.20162325437586,0.0403146432547987,16.099036840700613,-1.8974135863247525,0.1017304139211641
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-03-01,16.473958298629963,0.1017304139211641,14.20162325437586,2.2723350442541026,0.0564361117422731
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-04-01,15.819450764374677,0.0564361117422731,16.473958298629963,-0.654507534255286,-0.1275729474410852
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-05-01,16.06085593027732,-0.1275729474410852,15.819450764374677,0.24140516590264305,0.1348731717962721
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-06-01,3.740033536766168,0.1348731717962721,16.06085593027732,-12.320822393511152,0.076394371851957
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-07-01,13.904115736163824,0.076394371851957,3.740033536766168,10.164082199397656,-0.0201838326851636
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-08-01,14.729994439960363,-0.0201838326851636,13.904115736163824,0.8258787037965387,0.0770379970916885
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-09-01,14.94922853901763,0.0770379970916885,14.729994439960363,0.21923409905726743,0.110684569926333
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-10-01,17.283918668618377,0.110684569926333,14.94922853901763,2.3346901296007463,0.0743285553305774
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-11-01,16.741489578407208,0.0743285553305774,17.283918668618377,-0.5424290902111686,0.102082911547582
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2019-12-01,16.305664746852152,0.102082911547582,16.741489578407208,-0.43582483155505614,0.0540098698425151
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-01-01,16.16110527822412,0.0540098698425151,16.305664746852152,-0.1445594686280316,-0.1167975464447406
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-02-01,17.263001287801757,-0.1167975464447406,16.16110527822412,1.1018960095776364,-0.0675536570147699
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-03-01,16.21363072401142,-0.0675536570147699,17.263001287801757,-1.0493705637903368,0.1553734551933101
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-04-01,16.6729329339715,0.1553734551933101,16.21363072401142,0.45930220996007876,0.0821650070983239
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-05-01,9.882928582268317,0.0821650070983239,16.6729329339715,-6.790004351703182,0.150492419315295
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-06-01,2.994205789084949,0.150492419315295,9.882928582268317,-6.888722793183367,0.1651313839983801
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-07-01,11.700507607977132,0.1651313839983801,2.994205789084949,8.706301818892182,0.2143796270876645
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-08-01,15.248133858956496,0.2143796270876645,11.700507607977132,3.5476262509793646,-0.1009081358596699
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-09-01,14.441563039408933,-0.1009081358596699,15.248133858956496,-0.8065708195475629,-0.0600120574720973
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-10-01,15.347967532630086,-0.0600120574720973,14.441563039408933,0.906404493221153,0.093606490222692
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-11-01,16.40345606879649,0.093606490222692,15.347967532630086,1.0554885361664041,0.1164965136823072
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2020-12-01,17.622573026127576,0.1164965136823072,16.40345606879649,1.2191169573310852,-0.0055012850980252
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-01-01,17.98871254865608,-0.0055012850980252,17.622573026127576,0.3661395225285027,-0.0810853396976959
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-02-01,16.550681876177208,-0.0810853396976959,17.98871254865608,-1.4380306724788703,0.0088449039083697
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-03-01,15.021798707372461,0.0088449039083697,16.550681876177208,-1.5288831688047466,0.0762177796553638
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-04-01,16.679058691277735,0.0762177796553638,15.021798707372461,1.6572599839052735,-0.0521071885971685
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-05-01,14.94968013883678,-0.0521071885971685,16.679058691277735,-1.7293785524409557,0.100976264643954
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-06-01,3.6617754781569767,0.100976264643954,14.94968013883678,-11.287904660679803,0.0649827892346355
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-07-01,5.044148212650908,0.0649827892346355,3.6617754781569767,1.3823727344939316,0.0409293065155429
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-08-01,15.310617100458659,0.0409293065155429,5.044148212650908,10.26646888780775,-0.0666403968910965
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-09-01,15.364262039408002,-0.0666403968910965,15.310617100458659,0.05364493894934341,0.0586573499452178
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-10-01,16.84904591346923,0.0586573499452178,15.364262039408002,1.4847838740612271,0.1034712246999656
AAPL,Apple Inc.,37.3228934,-122.0322895,CA,CA,CALIFORNIA,2021-11-01,15.126869054925839,0.1034712246999656,16.84904591346923,-1.7221768585433903,0.0757964990079334
ABBV,AbbVie,42.327724,-87.8394189,WI,WI,WISCONSIN,2018-03-01,13.363866419813858,-0.1828541334927981,20.549091370492555,-7.1852249506786965,0.0200739243033611
ABBV,AbbVie,42.327724,-87.8394189,WI,WI,WISCONSIN,2018-04-01,16.402821483818354,0.0200739243033611,13.363866419813858,3.0389550640044956,0.0353684785822696
ABBV,AbbVie,42.327724,-87.8394189,WI,WI,WISCONSIN,2018-05-01,0.0,0.0353684785822696,16.402821483818354,-16.402821483818354,-0.0635738596988327
ABBV,AbbVie,42.327724,-87.8394189,WI,WI,WISCONSIN,2018-06-01,0.0,-0.0635738596988327,0.0,0.0,-0.0045330554183398
ABBV,AbbVie,42.327724,-87.8394189,WI,WI,WISCONSIN,2018-07-01,0.0,-0.0045330554183398,0.0,0.0,0.051287063310244
